Date,ETF_Ticker,Stock_Ticker,Company_Name,Action,Shares_Change,Weight_Change
2026-08-17,DFAC,MAR US,MARRIOTT INTL CLASS A,Sell,-156.0,0.000113
2026-08-17,DFAC,PRG US,PROG HOLDINGS INC,Sell,-156.0,-6.4e-05
2026-08-17,DFAC,HCC US,WARRIOR MET COAL INC,Sell,-159.0,0.000223
2026-08-17,DFAC,SCHW US,THE CHARLES SCHWAB CORP.,Sell,-159.0,2.6e-05
2026-08-17,DFAC,TKR US,TIMKEN CO/THE,Sell,-159.0,0.000299
2026-08-17,DFAC,TSLA US,TESLA INC,Sell,-159.0,-0.00095
2026-08-17,DFAC,BCC US,BOISE CASCADE CO,Sell,-162.0,-0.000183
2026-08-17,DFAC,EXPE US,EXPEDIA GROUP INC,Sell,-162.0,-0.004254
2026-08-17,DFAC,ARCB US,ARCBEST CORP,Sell,-165.0,0.000359
2026-08-17,DFAC,OUST US,OUSTER INC,Sell,-165.0,-5.9e-05
2026-08-17,DFAC,BMY US,BRISTOL-MYERS SQUIBB CO.,Sell,-168.0,0.003379
2026-08-17,DFAC,GILD US,GILEAD SCIENCES INC,Sell,-168.0,0.002093
2026-08-17,DFAC,ALLE US,ALLEGION PLC,Sell,-174.0,-0.000719
2026-08-17,DFAC,STLD US,STEEL DYNAMICS INC,Sell,-174.0,0.001094
2026-08-17,DFAC,TDS US,TELEPHONE AND DATA SYSTEM,Sell,-174.0,-0.000302
2026-08-17,DFAC,C US,CITIGROUP INC.,Sell,-177.0,-0.000233
2026-08-17,DFAC,DY US,DYCOM INDUSTRIES INC,Sell,-177.0,0.001614
2026-08-17,DFAC,EMN US,EASTMAN CHEMICAL CO.,Sell,-180.0,0.000118
2026-08-17,DFAC,D US,DOMINION ENERGY INC.,Sell,-183.0,0.000302
2026-08-17,DFAC,NFLX US,NETFLIX.COM INC.,Sell,-183.0,-0.005466
2026-08-17,DFAC,PRU US,PRUDENTIAL FINANCIAL INC,Sell,-183.0,-1.4e-05
2026-08-17,DFAC,RRC US,RANGE RESOURCES CORP.,Sell,-183.0,-0.000812
2026-08-17,DFAC,VC US,VISTEON CORP,Sell,-183.0,-2.4e-05
2026-08-17,DFAC,SNOW US,SNOWFLAKE INC,Sell,-186.0,0.000265
2026-08-17,DFAC,WAT US,WATERS CORP.,Sell,-189.0,-0.000719
2026-08-17,DFAC,BHE US,BENCHMARK ELECTRONICS INC,Sell,-192.0,0.000468
2026-08-17,DFAC,LPLA US,LPL FINANCIAL HOLDINGS IN,Sell,-195.0,-0.000338
2026-08-17,DFAC,BOH US,BANK OF HAWAII CORP,Sell,-198.0,-4.4e-05
2026-08-17,DFAC,WSM US,WILLIAMS-SONOMA INC,Sell,-198.0,-8.2e-05
2026-08-17,DFAC,LAUR US,LAUREATE EDUCATION INC,Sell,-201.0,0.000165
2026-08-17,DFAC,KMI US,KINDER MORGAN INC.,Sell,-204.0,-0.001113
2026-08-17,DFAC,AXTA US,AXALTA COATING SYSTEMS LT,Sell,-207.0,-0.00108
2026-08-17,DFAC,DAR US,DARLING INGREDIENTS INC,Sell,-207.0,0.000744
2026-08-17,DFAC,SEI US,SOLARIS ENERGY INFRASTRUC,Sell,-207.0,0.000463
2026-08-17,DFAC,FTI US,TECHNIPFMC PLC,Sell,-210.0,0.001923
2026-08-17,DFAC,BA US,BOEING CO/THE,Sell,-219.0,-0.001309
2026-08-17,DFAC,OC US,OWENS CORNING,Sell,-219.0,-0.000102
2026-08-17,DFAC,SSNC US,SS&C TECHNOLOGIES,Sell,-219.0,-0.001036
2026-08-17,DFAC,DHI US,D.R. HORTON INC.,Sell,-222.0,9.2e-05
2026-08-17,DFAC,GM US,GENERAL MOTORS,Sell,-222.0,-0.005468
2026-08-17,DFAC,PCAR US,PACCAR INC.,Sell,-225.0,0.000541
2026-08-17,DFAC,PG US,PROCTER & GAMBLE CO/THE,Sell,-225.0,-0.002323
2026-08-17,DFAC,PRKS US,UNITED PARKS & RESORTS IN,Sell,-225.0,-6.2e-05
2026-08-17,DFAC,CG,CARLYLE GROUP INC/THE,Sell,-228.0,-0.000532
2026-08-17,DFAC,COHR U,COHERENT CORP,Sell,-228.0,0.011355
2026-08-17,DFAC,HRMY US,HARMONY BIOSCIENCES HOLDI,Sell,-228.0,4.8e-05
2026-08-17,DFAC,COST US,COSTCO WHOLESALE CORP.,Sell,-231.0,-0.001613
2026-08-17,DFAC,JPM US,JPMORGAN CHASE & CO,Sell,-231.0,-0.000428
2026-08-17,DFAC,SKWD US,SKYWARD SPECIALTY INSURAN,Sell,-231.0,-0.00043
2026-08-17,DFAC,TCBI US,TEXAS CAPITAL BANCSHARES,Sell,-231.0,7.7e-05
2026-08-17,DFAC,META,META PLATFORMS INC,Sell,-234.0,-0.054235
2026-08-17,DFAC,JBL US,JABIL INC,Sell,-240.0,0.002928
2026-08-17,DFAC,VVX US,V2X INC,Sell,-240.0,-3e-05
2026-08-17,DFAC,PDFS US,PDF SOLUTIONS INC,Sell,-243.0,0.000343
2026-08-17,DFAC,RNG US,RINGCENTRAL INC,Sell,-243.0,-5.3e-05
2026-08-17,DFAC,SJM US,THE J.M. SMUCKER CO.,Sell,-243.0,-0.001347
2026-08-17,DFAC,AEP US,AMERICAN ELEC POWER INC.,Sell,-246.0,0.000918
2026-08-17,DFAC,ADM US,ARCHER-DANIELS-MIDLAND CO,Sell,-255.0,0.00102
2026-08-17,DFAC,AFL US,AFLAC INC,Sell,-255.0,6.1e-05
2026-08-17,DFAC,HPQ US,HP INC,Sell,-258.0,-0.000663
2026-08-17,DFAC,PBF US,PBF ENERGY INC,Sell,-258.0,0.002068
2026-08-17,DFAC,CNK US,CINEMARK HOLDINGS INC,Sell,-261.0,0.00017
2026-08-17,DFAC,CVS US,CVS HEALTH CORP,Sell,-264.0,-0.002945
2026-08-17,DFAC,NTRS US,NORTHERN TRUST CORP,Sell,-267.0,0.000457
2026-08-17,DFAC,DASH US,DOORDASH INC,Sell,-273.0,-0.001153
2026-08-17,DFAC,EMR US,EMERSON ELEC CO,Sell,-276.0,-0.000276
2026-08-17,DFAC,AM US,ANTERO MIDSTREAM CORP,Sell,-285.0,-0.000523
2026-08-17,DFAC,KYMR US,KYMERA THERAPEUTICS INC,Sell,-291.0,0.000978
2026-08-17,DFAC,MGNI US,MAGNITE INC,Sell,-291.0,-0.000314
2026-08-17,DFAC,SUPN US,SUPERNUS PHARMACEUTICALS,Sell,-291.0,4.8e-05
2026-08-17,DFAC,UAL US,UNITED AIRLINES HOLDINGS,Sell,-291.0,-0.002718
2026-08-17,DFAC,HL US,HECLA MINING CO,Sell,-294.0,0.001429
2026-08-17,DFAC,TTMI US,TTM TECHNOLOGIES INC,Sell,-294.0,0.000677
2026-08-17,DFAC,MMM US,3M CO.,Sell,-300.0,-0.001345
2026-08-17,DFAC,TWLO US,TWILIO INC,Sell,-303.0,-0.003746
2026-08-17,DFAC,AR US,ANTERO RESOURCES CORP,Sell,-306.0,-0.001134
2026-08-17,DFAC,VRT US,VERTIV HOLDINGS CO,Sell,-306.0,-0.000156
2026-08-17,DFAC,EWTX US,EDGEWISE THERAPEUTICS INC,Sell,-312.0,-9e-06
2026-08-17,DFAC,LNG US,CHENIERE ENERGY INC,Sell,-324.0,-0.00215
2026-08-17,DFAC,PFE US,PFIZER INC.,Sell,-324.0,0.00124
2026-08-17,DFAC,AAP US,ADVANCE AUTO PARTS,Sell,-330.0,0.000102
2026-08-17,DFAC,DINO US,HF SINCLAIR CORP,Sell,-348.0,0.001318
2026-08-17,DFAC,MPC US,MARATHON PETROLEUM CORP.,Sell,-348.0,0.00266
2026-08-17,DFAC,SDRL US,SEADRILL LTD,Sell,-351.0,-0.000324
2026-08-17,DFAC,NTAP US,NETAPP INC.,Sell,-354.0,-0.001257
2026-08-17,DFAC,2624324D,INDIVIOR PHARMACEUTICALS,Sell,-357.0,7e-05
2026-08-17,DFAC,APA US,APA CORP,Sell,-366.0,0.002321
2026-08-17,DFAC,COP US,CONOCOPHILLIPS,Sell,-375.0,0.002504
2026-08-17,DFAC,PNFP U,PINNACLE FINANCIAL PARTNE,Sell,-375.0,-0.00016
2026-08-17,DFAC,COHU US,COHU INC,Sell,-378.0,0.000803
2026-08-17,DFAC,DAL US,DELTA AIR LINES INC.,Sell,-378.0,-0.002692
2026-08-17,DFAC,WT US,WISDOMTREE INC,Sell,-378.0,0.000249
2026-08-17,DFAC,SF US,STIFEL FINANCIAL CORP,Sell,-387.0,-0.00072
2026-08-17,DFAC,VOYA US,VOYA FINANCIAL INC,Sell,-387.0,-0.00045
2026-08-17,DFAC,CLDX US,CELLDEX THERAPEUTICS INC,Sell,-393.0,-5e-06
2026-08-17,DFAC,COF US,CAPITAL ONE FINANCIAL,Sell,-393.0,-0.00374
2026-08-17,DFAC,NEM US,NEWMONT CORP,Sell,-396.0,0.005894
2026-08-17,DFAC,BUSE US,FIRST BUSEY CORP,Sell,-402.0,-2.3e-05
2026-08-17,DFAC,BWA US,BORG-WARNER INC.,Sell,-414.0,0.001397
2026-08-17,DFAC,OMC US,OMNICOM GROUP INC.,Sell,-414.0,-0.001959
2026-08-17,DFAC,NVST US,ENVISTA HOLDINGS CORP,Sell,-417.0,-0.000272
2026-08-17,DFAC,WFC US,WELLS FARGO & CO.,Sell,-423.0,-0.003032
2026-08-17,DFAC,AGIO US,AGIOS PHARMACEUTICALS INC,Sell,-426.0,4.2e-05
2026-08-17,DFAC,PSX US,PHILLIPS 66,Sell,-426.0,0.006195
2026-08-17,DFAC,VZ US,VERIZON COMMUNICATIONS,Sell,-426.0,-0.001063
2026-08-17,DFAC,BAC US,BANK OF AMERICA CORP,Sell,-429.0,-0.001542
2026-08-17,DFAC,ATI US,ATI INC,Sell,-435.0,0.002106
2026-08-17,DFAC,FULT US,FULTON FINANCIAL CORP,Sell,-438.0,-6.8e-05
2026-08-17,DFAC,RVTY US,REVVITY INC,Sell,-444.0,-0.000148
2026-08-17,DFAC,FROG US,JFROG LTD,Sell,-462.0,-0.000324
2026-08-17,DFAC,AFRM US,AFFIRM HOLDINGS INC,Sell,-468.0,-0.002875
2026-08-17,DFAC,CDNA US,CAREDX INC,Sell,-468.0,0.000309
2026-08-17,DFAC,EZPW US,EZCORP INC,Sell,-486.0,-4.5e-05
2026-08-17,DFAC,RAL US,RALLIANT CORP,Sell,-501.0,-6e-05
2026-08-17,DFAC,AIG US,AMERICAN INT'L GROUP,Sell,-510.0,-0.000603
2026-08-17,DFAC,HAS US,HASBRO INC,Sell,-510.0,-0.000739
2026-08-17,DFAC,MSFT US,MICROSOFT CORP,Sell,-519.0,-0.11617
2026-08-17,DFAC,MIR US,MIRION TECHNOLOGIES INC,Sell,-528.0,-0.0001
2026-08-17,DFAC,ZM US,ZOOM COMMUNICATIONS INC,Sell,-552.0,-2.9e-05
2026-08-17,DFAC,BKD US,BROOKDALE SENIOR LIVING I,Sell,-561.0,-0.000339
2026-08-17,DFAC,TPR US,TAPESTRY INC,Sell,-570.0,0.000556
2026-08-17,DFAC,AMKR US,AMKOR TECHNOLOGY INC,Sell,-576.0,0.002776
2026-08-17,DFAC,NRIX US,NURIX THERAPEUTICS INC,Sell,-579.0,6.1e-05
2026-08-17,DFAC,FIGS US,FIGS INC,Sell,-621.0,-0.000251
2026-08-17,DFAC,AMZN US,AMAZON.COM INC.,Sell,-633.0,-0.000806
2026-08-17,DFAC,HAPN US,HAPPEN INC,Sell,-636.0,-0.000191
2026-08-17,DFAC,BNY US,BANK OF NEW YORK MELLON,Sell,-642.0,0.001951
2026-08-17,DFAC,FSLY US,FASTLY INC,Sell,-654.0,-0.000597
2026-08-17,DFAC,JCI US,JOHNSON CONTROLS INTL,Sell,-675.0,0.000805
2026-08-17,DFAC,DXCM US,DEXCOM INC,Sell,-684.0,-0.00067
2026-08-17,DFAC,HOOD US,ROBINHOOD MARKETS INC,Sell,-687.0,0.000941
2026-08-17,DFAC,CAG US,CONAGRA BRANDS INC.,Sell,-702.0,-2.8e-05
2026-08-17,DFAC,CFG US,CITIZENS FINANCIAL GROUP,Sell,-717.0,-0.000166
2026-08-17,DFAC,FTNT US,FORTINET INC,Sell,-753.0,-0.004624
2026-08-17,DFAC,DHT US,DHT HOLDINGS INC,Sell,-783.0,-0.000483
2026-08-17,DFAC,COMP,COMPASS INC,Sell,-789.0,-0.000373
2026-08-17,DFAC,ROIV US,ROIVANT SCIENCES LTD,Sell,-792.0,0.000455
2026-08-17,DFAC,ALKS US,ALKERMES PLC,Sell,-813.0,0.000519
2026-08-17,DFAC,MRVL US,MARVELL TECHNOLOGY INC,Sell,-816.0,0.01052
2026-08-17,DFAC,FCX US,FREEPORT-MCMORAN INC.,Sell,-834.0,0.004277
2026-08-17,DFAC,BEAM,BEAM THERAPEUTICS INC,Sell,-843.0,0.000224
2026-08-17,DFAC,XOM,EXXONMOBIL HOLDINGS CORP,Sell,-843.0,0.010701
2026-08-17,DFAC,OLN US,OLIN CORP,Sell,-849.0,-3e-05
2026-08-17,DFAC,WMB US,WILLIAMS COS. INC.,Sell,-849.0,-0.002307
2026-08-17,DFAC,USB US,U.S. BANCORP,Sell,-855.0,-0.000527
2026-08-17,DFAC,VRDN US,VIRIDIAN THERAPEUTICS,Sell,-864.0,0.00051
2026-08-17,DFAC,DYN US,DYNE THERAPEUTICS INC,Sell,-882.0,0.000206
2026-08-17,DFAC,FHB US,FIRST HAWAIIAN INC,Sell,-924.0,-5.3e-05
2026-08-17,DFAC,FLYW US,FLYWIRE CORP,Sell,-939.0,-0.00029
2026-08-17,DFAC,HOG US,HARLEY-DAVIDSON INC.,Sell,-951.0,-0.000397
2026-08-17,DFAC,GOOG US,ALPHABET INC,Sell,-957.0,-0.001808
2026-08-17,DFAC,TALO US,TALOS ENERGY INC,Sell,-963.0,0.000618
2026-08-17,DFAC,NEO US,NEOGENOMICS INC,Sell,-978.0,0.000175
2026-08-17,DFAC,PTEN US,PATTERSON-UTI ENERGY INC,Sell,-1008.0,0.00171
2026-08-17,DFAC,AAPL US,APPLE INC.,Sell,-1017.0,0.018147
2026-08-17,DFAC,CMCSA US,COMCAST CORP NEW CL A,Sell,-1035.0,-0.002634
2026-08-17,DFAC,DNOW US,DNOW INC,Sell,-1092.0,-0.000211
2026-08-17,DFAC,KTOS US,KRATOS DEFENSE & SECURITY,Sell,-1122.0,-0.000748
2026-08-17,DFAC,FITB US,FIFTH THIRD BANCORP,Sell,-1131.0,-0.000509
2026-08-17,DFAC,GLW US,CORNING INC,Sell,-1131.0,0.010048
2026-08-17,DFAC,ZETA US,ZETA GLOBAL HOLDINGS CORP,Sell,-1137.0,-0.000124
2026-08-17,DFAC,MRK US,MERCK & COMPANY INC,Sell,-1140.0,0.002411
2026-08-17,DFAC,ULCC,FRONTIER GROUP HOLDINGS I,Sell,-1152.0,-0.000285
2026-08-17,DFAC,IVZ US,INVESCO LTD,Sell,-1170.0,0.000255
2026-08-17,DFAC,BANC US,BANC OF CALIFORNIA INC,Sell,-1242.0,-1.1e-05
2026-08-17,DFAC,ABBV US,ABBVIE INC.,Sell,-1260.0,0.002886
2026-08-17,DFAC,HPE US,HEWLETT-PACKARD ENTERPRIS,Sell,-1284.0,-0.003224
2026-08-17,DFAC,FNB US,FNB CORP/PA,Sell,-1344.0,-2.6e-05
2026-08-17,DFAC,U US,UNITY SOFTWARE INC,Sell,-1374.0,-0.001074
2026-08-17,DFAC,KSS US,KOHL'S CORP.,Sell,-1386.0,4.7e-05
2026-08-17,DFAC,CVX US,CHEVRON CORP.,Sell,-1416.0,0.008845
2026-08-17,DFAC,NVDA US,NVIDIA CORP,Sell,-1479.0,0.023746
2026-08-17,DFAC,GOOGL US,ALPHABET INC - CLASS A,Sell,-1539.0,-0.00194
2026-08-17,DFAC,S U,SENTINELONE INC,Sell,-1545.0,-0.001311
2026-08-17,DFAC,T US,AT&T INC.,Sell,-1719.0,-0.000846
2026-08-17,DFAC,JNJ US,JOHNSON & JOHNSON,Sell,-1734.0,0.009539
2026-08-17,DFAC,CRBG US,COREBRIDGE FINANCIAL INC,Sell,-1914.0,-0.002589
2026-08-17,DFAC,CSCO US,CISCO SYSTEMS INC.,Sell,-2037.0,0.007532
2026-08-17,DFAC,MNST US,MONSTER BEVERAGE CORP,Sell,-2358.0,-0.003106
2026-08-17,DFAC,DVN US,DEVON ENERGY CORP.,Sell,-2841.0,0.007516
2026-08-17,DFAC,JBLU US,JETBLUE AIRWAYS CORP,Sell,-3060.0,-0.000743
2026-08-17,DFAC,KO US,COCA COLA CO.,Sell,-3183.0,-0.001847
2026-08-17,DFAC,HBAN US,HUNTINGTON BANCSHARES,Sell,-3915.0,0.000612
2026-08-17,DFAC,CSX US,CSX CORP,Sell,-4035.0,0.002602
2026-08-17,DFAC,LUMN US,LUMEN TECHNOLOGIES INC,Sell,-4125.0,-0.000394
2026-08-17,DFAC,MIND U,MIND TECHNOLOGY INC,Sell,-4796.0,-4.3e-05
2026-08-17,DFAC,IOVA US,IOVANCE BIOTHERAPEUTICS I,Sell,-5454.0,0.000262
2026-08-17,DFAC,FLNC US,FLUENCE ENERGY INC,Sell,-29254.0,-0.000808
2026-08-17,DFAC,LZ US,LEGALZOOM.COM INC,Sell,-49836.0,-0.000604
2026-08-17,DFAC,NAN,MARQETA INC COM,Sell,-28213588.27,-0.056739
2026-08-17,CGGR,NAN,CANADIAN DOLLAR,Buy,151777803217.99997,-0.43
2026-08-17,CGGR,CMQXX,CAPITAL GROUP CENTRAL CASH FUN CAPITAL GROUP CNTRL CSH M,Buy,1426362.63,0.58
2026-08-17,CGGR,NKE,NIKE INC  CL B COMMON STOCK,Buy,153802.0,0.01
2026-08-17,CGGR,WELL,WELLTOWER INC REIT USD1.0,Buy,81517.0,0.08
2026-08-17,CGGR,GOOGL,ALPHABET INC CL A COMMON STOCK USD.001,Buy,66165.0,0.09
2026-08-17,CGGR,AAPL,APPLE INC COMMON STOCK USD.00001,Buy,38283.0,0.05
2026-08-17,CGGR,ALNY,ALNYLAM PHARMACEUTICALS INC COMMON STOCK USD.01,Buy,36895.0,0.02
2026-08-17,CGGR,NET,CLOUDFLARE INC   CLASS A COMMON STOCK USD.001,Buy,36148.0,-0.02
2026-08-17,CGGR,AKAM,AKAMAI TECHNOLOGIES INC COMMON STOCK USD.01,Buy,35520.0,0.01
2026-08-17,CGGR,MSFT,MICROSOFT CORP COMMON STOCK USD.00000625,Buy,23499.0,-0.08
2026-08-17,CGGR,INTC,INTEL CORP COMMON STOCK USD.001,Buy,23273.0,0.03
2026-08-17,CGGR,BBD.B,BOMBARDIER INC B COMMON STOCK,Buy,17483.0,0.02
2026-08-17,CGGR,META,META PLATFORMS INC CLASS A COMMON STOCK USD.000006,Buy,11517.0,-0.16
2026-08-17,CGGR,ALB,ALBEMARLE CORP COMMON STOCK USD.01,Buy,11050.0,0.0
2026-08-17,CGGR,TSLA,TESLA INC COMMON STOCK USD.001,Buy,10525.0,-0.01
2026-08-17,CGGR,AMAT,APPLIED MATERIALS INC COMMON STOCK USD.01,Buy,10108.0,0.04
2026-08-17,CGGR,AVGO,BROADCOM INC COMMON STOCK,Buy,8406.0,0.02
2026-08-17,CGGR,VRTX,VERTEX PHARMACEUTICALS INC COMMON STOCK USD.01,Buy,3661.0,0.05
2026-08-17,CGGR,LLY,ELI LILLY + CO COMMON STOCK,Buy,3555.0,0.03
2026-08-17,CGGR,GEV,GE VERNOVA INC COMMON STOCK USD.01,Buy,1747.0,0.02
2026-08-17,CGGR,ANET,ARISTA NETWORKS INC COMMON STOCK USD.0001,New Position,446770.0,0.36
2026-08-17,CGGR,MU,MICRON TECHNOLOGY INC COMMON STOCK USD.1,Sell,-4021.0,0.15
2026-08-17,CGGR,Z,ZILLOW GROUP INC   C COMMON STOCK USD.0001,Sell,-1115634.0,-0.16
2026-08-17,AVUV,CLSK,CLEANSPARK INC COMMON STOCK,Buy,404015.0,0.01
2026-08-17,AVUV,TREX,TREX COMPANY INC COMMON STOCK USD.01,Buy,57422.0,0.01
2026-08-17,AVUV,AAP,ADVANCE AUTO PARTS INC COMMON STOCK USD.0001,Buy,47619.0,0.01
2026-08-17,AVUV,KOS,KOSMOS ENERGY LTD COMMON STOCK USD.01,Buy,40560.0,0.01
2026-08-17,AVUV,LYFT,LYFT INC A COMMON STOCK USD.00001,Buy,39884.0,0.0
2026-08-17,AVUV,VISN,VISTANCE NETWORKS INC COMMON STOCK,Buy,28509.0,0.01
2026-08-17,AVUV,KD,KYNDRYL HOLDINGS INC COMMON STOCK USD.01,Buy,28483.0,0.01
2026-08-17,AVUV,CLVT,CLARIVATE PLC COMMON STOCK USD.01,Buy,26598.0,-0.01
2026-08-17,AVUV,RIG,TRANSOCEAN LTD COMMON STOCK CHF.1,Buy,23829.0,0.01
2026-08-17,AVUV,QLYS,QUALYS INC COMMON STOCK USD.001,Buy,23314.0,0.01
2026-08-17,AVUV,ASH,ASHLAND INC COMMON STOCK,Buy,21971.0,0.01
2026-08-17,AVUV,GPK,GRAPHIC PACKAGING HOLDING CO COMMON STOCK USD.01,Buy,21372.0,-0.01
2026-08-17,AVUV,MAN,MANPOWERGROUP INC COMMON STOCK USD.01,Buy,19304.0,0.0
2026-08-17,AVUV,TDOC,TELADOC HEALTH INC COMMON STOCK USD.001,Buy,18486.0,0.0
2026-08-17,AVUV,BULL,WEBULL CORP COMMON STOCK USD.0001,Buy,18031.0,0.01
2026-08-17,AVUV,CRGY,CRESCENT ENERGY INC A COMMON STOCK USD.0001,Buy,14417.0,0.02
2026-08-17,AVUV,CXM,SPRINKLR INC A COMMON STOCK USD.00003,Buy,14378.0,0.0
2026-08-17,AVUV,EXP,EAGLE MATERIALS INC COMMON STOCK USD.01,Buy,14161.0,0.01
2026-08-17,AVUV,MTH,MERITAGE HOMES CORP COMMON STOCK USD.01,Buy,13504.0,0.01
2026-08-17,AVUV,HNST,HONEST CO INC/THE COMMON STOCK USD.001,Buy,12883.0,0.0
2026-08-17,AVUV,CRMD,CORMEDIX INC COMMON STOCK USD.001,Buy,10751.0,0.0
2026-08-17,AVUV,GO,GROCERY OUTLET HOLDING CORP COMMON STOCK USD.001,Buy,9139.0,0.0
2026-08-17,AVUV,MGY,MAGNOLIA OIL + GAS CORP   A COMMON STOCK USD.0001,Buy,8970.0,0.01
2026-08-17,AVUV,PGY,PAGAYA TECHNOLOGIES LTD  A COMMON STOCK USD.0001,Buy,8424.0,0.0
2026-08-17,AVUV,MZTI,MARZETTI COMPANY/THE COMMON STOCK,Buy,8308.0,0.0
2026-08-17,AVUV,PGNY,PROGYNY INC COMMON STOCK USD.0001,Buy,7995.0,0.0
2026-08-17,AVUV,DXC,DXC TECHNOLOGY CO COMMON STOCK USD.01,Buy,7735.0,-0.02
2026-08-17,AVUV,GT,GOODYEAR TIRE + RUBBER CO COMMON STOCK,Buy,7683.0,0.0
2026-08-17,AVUV,M,MACY S INC COMMON STOCK USD.01,Buy,7644.0,0.0
2026-08-17,AVUV,PTEN,PATTERSON UTI ENERGY INC COMMON STOCK USD.01,Buy,7618.0,0.04
2026-08-17,AVUV,UCB,UNITED COMMUNITY BANKS/GA COMMON STOCK USD1.0,Buy,7618.0,0.0
2026-08-17,AVUV,DLO,DLOCAL LTD COMMON STOCK USD.002,Buy,7202.0,0.0
2026-08-17,AVUV,MTDR,MATADOR RESOURCES CO COMMON STOCK USD.01,Buy,7137.0,0.02
2026-08-17,AVUV,CLNE,CLEAN ENERGY FUELS CORP COMMON STOCK USD.0001,Buy,7111.0,0.0
2026-08-17,AVUV,GNTX,GENTEX CORP COMMON STOCK USD.06,Buy,7059.0,0.0
2026-08-17,AVUV,MUR,MURPHY OIL CORP COMMON STOCK USD1.0,Buy,6513.0,0.01
2026-08-17,AVUV,RLI,RLI CORP COMMON STOCK USD1.0,Buy,6487.0,0.0
2026-08-17,AVUV,WSBC,WESBANCO INC COMMON STOCK USD2.0833,Buy,6084.0,0.0
2026-08-17,AVUV,XZO,EXZEO GROUP INC COMMON STOCK,Buy,6071.0,0.0
2026-08-17,AVUV,MDXG,MIMEDX GROUP INC COMMON STOCK USD.001,Buy,5408.0,0.0
2026-08-17,AVUV,PUBM,PUBMATIC INC CLASS A COMMON STOCK USD.0001,Buy,5369.0,0.0
2026-08-17,AVUV,INGM,INGRAM MICRO HOLDING CORP COMMON STOCK USD.01,Buy,5304.0,0.0
2026-08-17,AVUV,MTG,MGIC INVESTMENT CORP COMMON STOCK USD1.0,Buy,5265.0,0.01
2026-08-17,AVUV,BLMN,BLOOMIN  BRANDS INC COMMON STOCK USD.01,Buy,5070.0,0.0
2026-08-17,AVUV,BBT,BEACON FINANCIAL CORP COMMON STOCK USD.01,Buy,4901.0,0.0
2026-08-17,AVUV,XPRO,EXPRO LTD COMMON STOCK USD.0001,Buy,4901.0,0.0
2026-08-17,AVUV,XPER,XPERI INC COMMON STOCK USD.001,Buy,4888.0,0.0
2026-08-17,AVUV,ENOV,ENOVIS CORP COMMON STOCK USD.001,Buy,4875.0,0.0
2026-08-17,AVUV,SMPL,SIMPLY GOOD FOODS CO/THE COMMON STOCK USD.0001,Buy,4875.0,0.0
2026-08-17,AVUV,AEO,AMERICAN EAGLE OUTFITTERS COMMON STOCK USD.01,Buy,4836.0,0.0
2026-08-17,AVUV,EPC,EDGEWELL PERSONAL CARE CO COMMON STOCK USD.01,Buy,4810.0,0.0
2026-08-17,AVUV,FMC,FMC CORP COMMON STOCK USD.1,Buy,4784.0,0.0
2026-08-17,AVUV,SLM,SLM CORP COMMON STOCK USD.2,Buy,4680.0,-0.01
2026-08-17,AVUV,ZD,ZIFF DAVIS INC COMMON STOCK USD.01,Buy,4641.0,0.0
2026-08-17,AVUV,SFL,SFL CORP LTD COMMON STOCK USD.01,Buy,4511.0,0.01
2026-08-17,AVUV,TDS,TELEPHONE AND DATA SYSTEMS COMMON STOCK USD.01,Buy,4407.0,-0.01
2026-08-17,AVUV,YELP,YELP INC COMMON STOCK USD.000001,Buy,4407.0,-0.01
2026-08-17,AVUV,PCRX,PACIRA BIOSCIENCES INC COMMON STOCK USD.001,Buy,4342.0,0.0
2026-08-17,AVUV,CNX,CNX RESOURCES CORP COMMON STOCK USD.01,Buy,4290.0,0.0
2026-08-17,AVUV,DHT,DHT HOLDINGS INC COMMON STOCK USD.01,Buy,4251.0,0.01
2026-08-17,AVUV,ZGN,ERMENEGILDO ZEGNA NV COMMON STOCK,Buy,4069.0,0.0
2026-08-17,AVUV,KFY,KORN FERRY COMMON STOCK USD.01,Buy,4045.0,0.0
2026-08-17,AVUV,ASB,ASSOCIATED BANC CORP COMMON STOCK USD.01,Buy,4017.0,0.0
2026-08-17,AVUV,RYAM,RAYONIER ADVANCED MATERIALS COMMON STOCK USD.01,Buy,3965.0,0.0
2026-08-17,AVUV,AROC,ARCHROCK INC COMMON STOCK USD.01,Buy,3939.0,0.01
2026-08-17,AVUV,FND,FLOOR + DECOR HOLDINGS INC A COMMON STOCK USD.001,Buy,3783.0,0.0
2026-08-17,AVUV,HAPN,HAPPEN INC COMMON STOCK USD.01,Buy,3783.0,0.0
2026-08-17,AVUV,HLX,HELIX ENERGY SOLUTIONS GROUP COMMON STOCK,Buy,3757.0,0.0
2026-08-17,AVUV,NE,NOBLE CORP PLC COMMON STOCK USD.00001,Buy,3757.0,0.01
2026-08-17,AVUV,EVER,EVERQUOTE INC   CLASS A COMMON STOCK USD.001,Buy,3744.0,0.0
2026-08-17,AVUV,FULT,FULTON FINANCIAL CORP COMMON STOCK USD2.5,Buy,3718.0,0.0
2026-08-17,AVUV,MASS,908 DEVICES INC COMMON STOCK,Buy,3705.0,0.0
2026-08-17,AVUV,NOG,NORTHERN OIL AND GAS INC COMMON STOCK USD.001,Buy,3666.0,0.01
